Review,Aspects,Sentiments
Danke lief alles schnell und unkompliziert,"schnell,unkompliziert",positive
"Altes Auto abgemeldet und zeitgleich Neues angemeldet, alles unproblematisch gelaufen mit dem Pin und Wechsel der Versicherung vom Fiat auf den Opel.","gelaufen,wechsel,versicherung",positive
"Die Versicherung für den BMW i3 hat sehr gut geklappt,er 3,5 to Transit kann leider nicht versichert werden.","versicherung,versichert",positive
"hallo,ch habe noch nicht allzuviel Computererfahrung unds war das Erste mal für mich. dass ich eine Versicherung online abgeschlossen habe. Es warery easy und ich kann es nur wärmstens weitermpfehlen.g.***","versicherung,online,empfehlen",positive
prima und sehr einfach ich hoffe es bleibt so,einfach,positive
"Einfach ,schnell und unkompliziert","einfach,schnell,unkompliziert",positive
"Bisher sehr positive, rasche Bearbeitung. Auch der Tel.-Kontakt war sehr freundlich und kompetent.ch bin sehr zufrieden.G","bearbeitung,freundlich,kompetent,zufrieden",positive
Die Online Seite ist ganz einfach und selbsterklärend zu bedienen. Ich habe schon öfter meine Fahrzeuge gewechselt und es war nie ein Problem die Verträge zu ändern. Sollte dennoch eine Frage offen sein konnte sofort per Telefon geholfen werden. Das Preis/Leistungsverhältnis ist sehr gut.,"online,einfach,frage,telefon",positive
Super Angebot viel besser als check24 !!! Kann für jeder empfehlen.,"super,angebot,check24,empfehlen",positive
bin Kunde seit 6 Jahren und bleibe noch.,kunde,positive
Ich hätte gerne mal mit einem Mitarbeiter gesprochen. War aber nicht möglich,mitarbeiter,negativ
Bisher habe ich noch keine Probleme mit der Bavaria,probleme,positive
Bis jetzt alles Super.,super,positive
Schnelle und gute Bearbeitung,"schnelle,bearbeitung",positive
Schnell und konkrete Hilfestellung,schnell,positive
"Sehr schnell bearbeitet, vielen Dank.",schnell,positive
"Der Online- Abschluss hat super geklappt, danke dafür.","abschluss,super",positive
"Ich habe online eine KFZ-Versicherung abgeschlossen, das hat sehr gut funktioniert. Ich konnte meine Unterlagen sehr schnell abrufen und alles nachprüfen. Die Service-Karten konnte ich auch schnell ausdrucken. Die grüne Versicherungskarte wurde innerhalb ein paar Tagen zugeschickt.","online,unterlagen,schnell",positive
Alles völlig unkompliziert und verständlich.,unkompliziert,positive
Habe sie online abgeschlossen und es Hat alles gut funktioniert.,online,positive
Der Abschluss der Versicherung hat so geklappt wie man es sich wünscht!!!ie Geschwindigkeit vom Abschluss bis zum Eingang der Unterlagen(auch der Grünen-Karte)hat uns mal wieder überrascht. Es ist die ZWEITE aber bestimmt nicht die letzte KFZ-Versicherung bei der BavariaDirekt!anke ***,"abschluss,versicherung,unterlagen",positive
Bin sehr zufrieden,zufrieden,positive
Bisher alles reibungslos funktioniert ... klare übersichtliche Angebotsseite,reibungslos,positive
"Ich habe den Tarif M zum Preis von Tarif S bekommen.ehr günstig, bei Vollkasko.BV sofort erhalten.lles Top","tarif,preis,top",positive
Es hat alles Problemlos geklappt. Prima. Bin begeistert.,problemlos,positive
"Schnelle und problemlose Bearbeitung meines Antrags,dazu die guten Konditionen. Bin sehr zufrieden.","schnelle,bearbeitung,konditionen,zufrieden",positive
Schneller Kontakt . Gerne Wieder.,"schneller,kontakt",positive
"Der online Abschluss funktionierte reibungslos und komplikationslos.ch hoffe das auch, sollte ich die Haftpflichtversicherung einmal in Anspruch nehmen müssen.","online,abschluss,reibungslos,anspruch",positive
"Alles reibungslos, übersichtlicher Aufbau von Bavariairekt Internetseite ist vorbildlich ,einfach und nicht kompliziert.","reibungslos,einfach,kompliziert",negative
Mir fehlt die Option anderer Fahrzeughalter,,negativ
Reibungsloser Ablauf bei guten Konditionen.,"ablauf,konditionen",positive
Ich habe den Abschluss einer Hundehalterhaftpflicht über ein Vergleichsportal bei der BavariaDirekt getätigt. Der Ablauf war völlig problemlos und die Versicherung kam auch ohne jegliche Probleme zustande. Das Preis-/Leistungsverhältnis stimmt.,"abschluss,ablauf,problemlos,versicherung,probleme",positive
Der Ablauf des Vertragsabschlusses war sehr schnell und ohne Komplikationen. Glatte 5 Sterne.,"ablauf,schnell,komplikationen",positive
Sehr schnelle Bearbeitung,"schnelle,bearbeitung",positive
"Bin jetzt mit mehreren Verträgen bei der Bavaria Direkt und schätze die schnelle und einfache Internetplattform.islang war einmalig ein telefonischer Kontakt erforderlich, der sehr freundlich, kompetent und für mich zufriedenstellend verlief.ie Möglichkeiten, die laufenden Verträge einzusehen, erspart mir eine Menge Papierkrieg ??","schnelle,telefonischer,kontakt,freundlich,kompetent",positive
"sehr schnelle rückmeldung nach anfrage .ich hoffe es bleibt auch dabei,ohne schaden melden zu müssen.u frage 3. ich überlege mal gerade ob meine frau ihr auto auch hierher zu holen.","schnelle,anfrage,schaden,melden,frage",positive
Super Preis Leistung die online Seite ist nicht ganz leicht zu bedienen aber das ist ja in der Regel eher selten.,"super,preis,leistung,online",neutral
Übersichtliche Berechnungsmöglichkeit. Gute Auswahl der Versicherungspakete. Attraktiver Preis. Leistung kann aktuell noch nicht bewertet werden.,"preis,leistung",positive
Hatte über eine Vergleichsplattform geschaut und mich dann doch für den direkten Weg entschieden...war auch die bessere Entscheidung... würde ich sofort wieder abschließen!,weg,positive
Sehr schnelle Abwicklung und ohne Probleme,"schnelle,abwicklung,probleme",positive
Hat alles reibungslos funktioniert.,reibungslos,positive
Unkomplizierte Abwicklung.,abwicklung,positive
Vorgehensweise schlüssig und schnellein Problem war dass ich den Browserverlauf löschen musste damit die Berechnung funktioniert,"schnell,berechnung",positive
Es hat alles super geklappt. War völlig einfach. Es verwirrt mich nur etwas dass immer von einer privathaftpflicht gesprochen wird. Es sollte eine Hunde Haftpflicht sein. Aber im Vertrag steht es drin.,"super,einfach,vertrag",positive
"Wenn Fragen auftauchen, muss man allein zurecht kommen. Aber das ist eben bei einer Online-Versicherung so.",,neutral
Günstiges überschaubares Angebot. Einfache Abwicklung.,"angebot,abwicklung",positive
Preisgünstig in den Beiträgen und der Abschluss ging Fix,abschluss,positive
"Naja soweit hat alles geklappt.vb Nummer, auch die Kündigung meines alten Fahrzeug und auch die daraus resultierende Rückzahlung des Beitrags.ber es kam leider noch keine Meldung zu meinem jetzigem Fahrzeug. Sicher liegt hier nix weltbewegendes vor den laut Telefonat wäre ich versichert, dies war letzte Woche.kay immer noch keine positive Meldung also Email verfasst, warte hier noch auf Nachricht.offe nicht das es im Schadensfall auch sooo schleppend läuft.fG ***","versichert,schadensfall",negative
Telefonische Erreichbarkeit ganz schlecht!!!,"telefonische,erreichbarkeit",negative
"Sehr guter Internetauftritt, übersichtlich gestaltet. Auch die diversen Versicherungen samt Beiträge sind übersichtlich und präzise gestaltet.er Abschluss eines Vertrages ist einfach und unkompliziert.usgezeichnet!!!!","abschluss,einfach,unkompliziert",positive
Abschluss war einfach und hat reibungslos geklappt.,"abschluss,einfach,reibungslos",positive
"Hotline Schleife von 20 min geht gar nicht, immer mit der Daueransage, man wäre der Nächste....uf online Rückfrage zum Vertrag kommt auch einige Tage später keine Antwort","hotline,online,vertrag,antwort",negative
"Ohne Hinweis wurde ein anderer Tarif (jetzt *** Euro mehr im Jahr) angesetzt obwohl ein anderes Angebot vorlag. Am Telefon konnte niemand helfen. Nun hab ich die BavariaDirekt zum zweiten Mal angeschrieben und erhalte keine Antwort (nun über eine Woche her).igentlich wollte ich unser zweites Auto dort auch noch versichern, das werde ich jetzt wohl aber nicht mehr machen.","tarif,angebot,telefon,antwort",negative
Schneller und unkomplizierter Ablauf,"schneller,unkomplizierter,ablauf",positive
Super schneller Abschluss einer hundehaftpflicht. Online ging das super.,"super,schneller,abschluss,online",positive
Meine Frage per Mail wurde kruzfristige beantwortet. i. O.,"frage,mail",positive
schnell und kompetent!,"schnell,kompetent",positive
Alles bestens nichts anderes gewont einfach super !!!,"bestens,einfach,super",positive
Schnell und unkompliziert,"schnell,unkompliziert",positive
Sehr einfacher Abschluss,"einfacher,abschluss",positive
einfacher Abschluss,"einfacher,abschluss",positive
"alles ging leicht verständlich , und ein Vertrag war schnell erledigt. Leichter gehts nicht.","vertrag,schnell",positive
sehr gut,,positive
"Beim Abschluss der Versicherung gab es Probleme.ch habe bereits eine Hundehaftpflichtversicherung bei dem Anbieter gehabt. Der Beitrag hat sich nach einem Jahr um ***€ erhöht. Für Neuabschlüsse derselben Versicherung würde man jedoch noch den alten Beitrag zahlen. Auf Nachfrage, wieso dies so ist konnte man mir keine konkrete Antwort geben.m 01. des neuen Versicherungsjahres wurde mir dann der erhöhte Betrag abgebucht, obwohl ich diesen widerrufen hatte und eine neuen abgeschlossen hatte. Der Betrag des neuen Vertrags wurde mir auch abgebucht.ie erste Abbuchung habe ich widerrufen, jedoch eine Woche später eine Zahlungsaufforderung für diesen Vertrag bekommen.","abschluss,versicherung,probleme,beitrag,antwort,betrag,vertrags,vertrag",negative
"Sehr gut verständliche Webseite. Programm ok. Kein unnötiges Papier mehr, da ich alles online erhalten.",online,positive
"Super schnell und unproblematisch, sehr zu empfehlen.","super,schnell,empfehlen",positive
Meine Anfragen per Email wurden zeitnah beantwortet und waren hilfreich.,,positive
Dem Neuabschluss war ein Altvertrag -mit anderen Risiken- vorangegangen.ür beide Vetragsangelegenheiten gilt. immer wieder!,,positive
#NAME?,"schnelle,telefonische,erreichbarkeit,mitarbeiter",neutral
Fachlich kompetent und auch relativ schnell über Telefon zu erreichen.,"kompetent,schnell,telefon",positive
"Nach mehrmaligen erfolglosen Versuchen mit dem IPhone auf der Zulassungsstelle eine EVB Nummer zu erhalten erfuhr ich erst durch die Hotline, dass der Service auf mobilen Endgeräten nicht möglich ist. Leider war es auch nicht telefonisch möglich. Es war somit notwendig wieder nach Hause zu fahren und am Laptop die EVB Nr abzurufen.","zulassungsstelle,hotline,service,telefonisch,fahren",negative
"Übersichtlicher und unkomplizierter Online Antrag, Preis-/Leistungsverhältnis um Klassen besser als die aktuelle Konkurrenz. Abschluss sehr schnell und einfach.","unkomplizierter,online,antrag,abschluss,schnell,einfach",positive
Die online Anmeldung war sehr verständlich und ging ohne Probleme!ch würde die onlinefunktion immer wieder wählen!,"online,probleme",positive
"Versicherungsbeitrag o.k., ebenso die Kompetenz der freundlichen Mitarbeiter !","versicherungsbeitrag,mitarbeiter",positive
Reibungslos und zügige Versicherung ab dem nächsten Tag,"reibungslos,versicherung",positive
"der Abschluss hat gut geklappt. Wichtig ist die Frage, wie werden Versicherungsansprüche bearbeitet. Das zeichnet eine Versicherung aus.fG**","abschluss,frage,versicherung",positive
Alles schnell und problemlos. Immer wieder.,"schnell,problemlos",positive
Habe seit Jahren mein Auto bei Bavaria versichert.nmeldungen und Ummeldungen haben immer reibungslos und super schnell funktioniert. Die Online Funktionen sind selbsterklärend und einfach zu handhaben.,"versichert,reibungslos,super,schnell,online,einfach",positive
"Einfache Online-Abwicklung, gutes Preis-Leistungsverhältnis!",,positive
Einfach und schnell.,"einfach,schnell",positive
"Gute Erfahrung, unkomplizierter Abschluss","unkomplizierter,abschluss",positive
Günstig und unkompliziert,unkompliziert,positive
"Nach Abschluss kein vorläufiges Passwort. Man muß umständlich über Passwort vergessen versuchen an die Vertragsdaten zu kommen, welche seltsamerweise auch nicht korrekt waren. Sonst relativ einfach und verständlich.","abschluss,einfach",negative
"Nach einem kurzem Telefonat wurde mir sofort geholfen, und der Vertrag wurde mir sofort per Post zugesendet.","vertrag,post",positive
Excellente und schnellstmögliche Durchführung des Versicherungsabschluss. Sehr gerne auch andere Versicherungen.,,positive
alles übersihtlich und hat bestens funktioniert,,positive
Innerhalb von ein paar Minuten und wenigen Klicks wurde mir online ein günstiges KFZ-Versicherungsangebot unterbreitet. Nach wenigen Angaben war unser Auto versichert und die Nummer der Versicherungssbestätigung zur Anmeldung im Mailpostfach. Dieser Service ist unschlagbar. Ich kann diese Versicherung bedenkenlos weiterempfehlen.,"online,kfz-versicherungsangebot,versichert,service,versicherung",positive
"Korrekt, und Günstig!",,positive
schnell und reibungsloser Ablauf!,"schnell,ablauf",positive
"Bis lang ist alles Super bei der Versicherung. Habe zwar noch keinen Schadensfall gehabt aber hatte ein anderes Anliegen, das sehr fix & komptet Erledigt wurde. Vielen Dank schon mal dafür. Liebe Grüße ***","super,versicherung,schadensfall",positive
War alles super bei fragen schnelle Antworten bekommen. Sehr freundliche Personen beim Kundenservice.,"super,schnelle,antworten,kundenservice",positive
In meinem Fall das beste Preis- Leistungsverhältnis,preis-,positive
"Gute Website, schneller Abschluss.","schneller,abschluss",positive
zur Bearbeitung des Antrags war alles selbst erklärend und somit reibungslos,"bearbeitung,reibungslos",positive
Onlineabwicklung hat problemlos geklappt. Sehr gute Nutzerführung.reislich ist die Hundehaftpflicht. auch attraktiv.ie es in einem evtl. Schadensfall aussieht - kann ich natürlich (noch) nicht beurteilen!,"problemlos,preislich,schadensfall,beurteilen",positive
"Der Abschluss der Versicherung ist nicht wichtig, sondern wie Sie mit Schadensfällen umgehen und hier warte ich nun schon seit Wochen auf eine Antwort.","abschluss,versicherung,antwort",negative
"Super schnelle Abwicklung, trotz Online Anbieter. 2 Fahrzeug wurde auch wieder dort bereichert. Bis jetzt immer wieder gerne","super,schnelle,abwicklung,online",positive
Sehr gutes Preis-Leistungsverhältnis. Bietet auch Alleinstehenden mit Kind ein separates Angebot,angebot,positive
Optimaler Ablauf,ablauf,positive
"Umstellung einer bestehenden Versicherung auf einen günstigeren Tarif war problemlos, schnell und unkompliziert.","versicherung,tarif,problemlos,schnell,unkompliziert",positive
Es ist alles super gelaufen . Auch meine Frage wurde schnell beantwortet ! Und der Beitrag ist um einiges günstiger als bei anderen Versicherungen . Bisher kann ich mich auch über den Service nicht beschweren . Also alles in allem ne tolle Versicherung . Werde auch noch andere Versicherungen vergleichen und gegebennenfalls zur Bavaria wechseln !,"super,gelaufen,frage,schnell,beitrag,service,versicherung",positive
"Auf Kontakmails wird nicht geantwortet, Mails zum herunterladen von Dokumenten werden verschickt aber es sind keine Dokument vorhanden. Telefonisch ist keine Kontaktaufnahme möglich, oder die Nummer ist so versteckt, dass sie nicht angezeigt wird.",telefonisch,negative
